"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"1915","Rodentia","Sciurus","arizonensis","Sciurus arizonensis",646.99,3,2,NA
"1916","Rodentia","Sciurus","aureogaster","Sciurus aureogaster",455.57,3,2,0.01
"1917","Rodentia","Sciurus","carolinensis","Sciurus carolinensis",545.4,7,2,0.008569038
"1918","Rodentia","Sciurus","colliaei","Sciurus colliaei",498,2,2,NA
"1919","Rodentia","Sciurus","deppei","Sciurus deppei",249.5,3,2,0.01
"1920","Rodentia","Sciurus","flammifer","Sciurus flammifer",NA,NA,2,NA
"1921","Rodentia","Sciurus","gilvigularis","Sciurus gilvigularis",803,NA,2,NA
"1922","Rodentia","Sciurus","granatensis","Sciurus granatensis",318.44,6,2,0.007784702
"1923","Rodentia","Sciurus","griseus","Sciurus griseus",703.85,4,2,0.008025903
"1924","Rodentia","Sciurus","ignitus","Sciurus ignitus",190,3,2,NA
"1925","Rodentia","Sciurus","igniventris","Sciurus igniventris",700,2,2,NA
"1926","Rodentia","Sciurus","lis","Sciurus lis",264.3,NA,2,0.13
"1927","Rodentia","Sciurus","nayaritensis","Sciurus nayaritensis",697,4,2,NA
"1928","Rodentia","Sciurus","niger","Sciurus niger",NA,NA,NA,0.23
"1929","Rodentia","Sciurus","oculatus","Sciurus oculatus",649.98,NA,2,NA
"1930","Rodentia","Sciurus","pucheranii","Sciurus pucheranii",803,NA,2,NA
"1931","Rodentia","Sciurus","pyrrhinus","Sciurus pyrrhinus",482,NA,2,NA
"1932","Rodentia","Sciurus","richmondi","Sciurus richmondi",237.51,NA,2,NA
"1933","Rodentia","Sciurus","sanborni","Sciurus sanborni",136,NA,2,NA
"1934","Rodentia","Sciurus","spadiceus","Sciurus spadiceus",403.32,2,2,NA
"1935","Rodentia","Sciurus","stramineus","Sciurus stramineus",433.3,NA,2,NA
"1936","Rodentia","Sciurus","variegatoides","Sciurus variegatoides",485,4,2,NA
"1937","Rodentia","Sciurus","vulgaris","Sciurus vulgaris",333,5,2,0.05
"1938","Rodentia","Sciurus","yucatanensis","Sciurus yucatanensis",225,1,2,NA
"1939","Rodentia","Scolomys","melanops","Scolomys melanops",26.5,NA,NA,NA
"1940","Rodentia","Scolomys","ucayalensis","Scolomys ucayalensis",26.5,NA,NA,NA
"1941","Rodentia","Scotinomys","teguina","Scotinomys teguina",11.59,2,1,NA
"1942","Rodentia","Scotinomys","xerampelinus","Scotinomys xerampelinus",15.07,NA,NA,NA
"1943","Rodentia","Sekeetamys","calurus","Sekeetamys calurus",56.61,NA,NA,NA
"1944","Rodentia","Selevinia","betpakdalaensis","Selevinia betpakdalaensis",17.12,1,2,NA
"1945","Rodentia","Sicista","armenica","Sicista armenica",NA,NA,NA,NA
"1946","Rodentia","Sicista","betulina","Sicista betulina",8.92,NA,NA,NA
"1947","Rodentia","Sicista","caucasica","Sicista caucasica",NA,NA,NA,NA
"1948","Rodentia","Sicista","caudata","Sicista caudata",NA,NA,NA,NA
"1949","Rodentia","Sicista","concolor","Sicista concolor",NA,NA,NA,NA
"1950","Rodentia","Sicista","kazbegica","Sicista kazbegica",NA,NA,NA,NA
"1951","Rodentia","Sicista","kluchorica","Sicista kluchorica",NA,NA,NA,NA
"1952","Rodentia","Sicista","napaea","Sicista napaea",10,3,NA,NA
"1953","Rodentia","Sicista","pseudonapaea","Sicista pseudonapaea",NA,NA,NA,NA
"1954","Rodentia","Sicista","severtzovi","Sicista severtzovi",NA,NA,NA,NA
"1955","Rodentia","Sicista","strandi","Sicista strandi",NA,NA,NA,NA
"1956","Rodentia","Sicista","subtilis","Sicista subtilis",11.75,NA,NA,NA
"1957","Rodentia","Sicista","tianshanica","Sicista tianshanica",NA,NA,NA,NA
"1958","Rodentia","Sigmodon","alleni","Sigmodon alleni",174.09,NA,NA,NA
"1959","Rodentia","Sigmodon","alstoni","Sigmodon alstoni",55.7,3,1,NA
"1960","Rodentia","Sigmodon","arizonae","Sigmodon arizonae",198,NA,NA,NA
"1961","Rodentia","Sigmodon","fulviventer","Sigmodon fulviventer",195.94,NA,1,NA
"1962","Rodentia","Sigmodon","hirsutus","Sigmodon hirsutus",NA,NA,NA,NA
"1963","Rodentia","Sigmodon","hispidus","Sigmodon hispidus",110.65,5,NA,0.002399307
"1964","Rodentia","Sigmodon","inopinatus","Sigmodon inopinatus",140.5,NA,NA,NA
"1965","Rodentia","Sigmodon","leucotis","Sigmodon leucotis",131.78,NA,1,NA
"1966","Rodentia","Sigmodon","mascotensis","Sigmodon mascotensis",120,NA,NA,NA
"1967","Rodentia","Sigmodon","ochrognathus","Sigmodon ochrognathus",122,NA,NA,0.001664175
"1968","Rodentia","Sigmodon","peruanus","Sigmodon peruanus",NA,NA,NA,NA
"1969","Rodentia","Sigmodon","planifrons","Sigmodon planifrons",NA,NA,NA,NA
"1970","Rodentia","Sigmodon","toltecus","Sigmodon toltecus",NA,NA,NA,NA
"1971","Rodentia","Sigmodon","zanjonensis","Sigmodon zanjonensis",NA,NA,NA,NA
"1972","Rodentia","Sigmodontomys","alfari","Sigmodontomys alfari",NA,NA,NA,NA
"1973","Rodentia","Sigmodontomys","aphrastus","Sigmodontomys aphrastus",NA,NA,NA,NA
"1974","Rodentia","Solomys","ponceleti","Solomys ponceleti",1000,1,NA,NA
"1975","Rodentia","Solomys","salamonis","Solomys salamonis",NA,1,NA,NA
"1976","Rodentia","Solomys","salebrosus","Solomys salebrosus",397,NA,NA,NA
"1977","Rodentia","Solomys","sapientis","Solomys sapientis",NA,1,NA,NA
"1978","Rodentia","Solomys","spriggsarum","Solomys spriggsarum",NA,NA,NA,NA
"1979","Rodentia","Sommeromys","macrorhinos","Sommeromys macrorhinos",NA,NA,NA,NA
"1980","Rodentia","Spalacopus","cyanus","Spalacopus cyanus",100.86,2,2,7.86164e-05
"1981","Rodentia","Spalax","graecus","Spalax graecus",NA,NA,NA,NA
"1982","Rodentia","Spalax","judaei","Spalax judaei",NA,NA,NA,NA
"1983","Rodentia","Spalax","leucodon","Spalax leucodon",188.67,4,1,NA
"1984","Rodentia","Spalax","microphthalmus","Spalax microphthalmus",470,NA,NA,NA
"1985","Rodentia","Spalax","nehringi","Spalax nehringi",NA,NA,NA,NA
"1986","Rodentia","Spalax","uralensis","Spalax uralensis",NA,NA,NA,NA
"1987","Rodentia","Spalax","zemni","Spalax zemni",NA,NA,NA,NA
"1988","Rodentia","Spalax","arenarius","Spalax arenarius",NA,NA,NA,NA
"1989","Rodentia","Spalax","carmeli","Spalax carmeli",NA,NA,NA,NA
"1990","Rodentia","Spalax","ehrenbergi","Spalax ehrenbergi",164.35,NA,1,NA
"1991","Rodentia","Spalax","galili","Spalax galili",NA,NA,NA,NA
"1992","Rodentia","Spalax","giganteus","Spalax giganteus",NA,NA,NA,NA
"1993","Rodentia","Spalax","golani","Spalax golani",NA,NA,NA,NA
"1994","Rodentia","Spelaeomys","florensis","Spelaeomys florensis",NA,NA,NA,NA
"1995","Rodentia","Spermophilopsis","leptodactylus","Spermophilopsis leptodactylus",NA,NA,1,NA
"1996","Rodentia","Spermophilus","adocetus","Spermophilus adocetus",155.52,2,2,NA
"1997","Rodentia","Spermophilus","alashanicus","Spermophilus alashanicus",NA,NA,NA,NA
"1998","Rodentia","Spermophilus","annulatus","Spermophilus annulatus",499.99,3,3,NA
"1999","Rodentia","Spermophilus","armatus","Spermophilus armatus",306.48,3,2,NA
"2000","Rodentia","Spermophilus","atricapillus","Spermophilus atricapillus",550.99,NA,NA,NA
"2001","Rodentia","Spermophilus","beecheyi","Spermophilus beecheyi",597.82,NA,1,0.000293039
"2002","Rodentia","Spermophilus","beldingi","Spermophilus beldingi",272.53,5,2,NA
"2003","Rodentia","Spermophilus","brevicauda","Spermophilus brevicauda",NA,NA,NA,NA
"2004","Rodentia","Spermophilus","brunneus","Spermophilus brunneus",300,8,2,NA
"2005","Rodentia","Spermophilus","canus","Spermophilus canus",NA,NA,NA,NA
"2006","Rodentia","Spermophilus","citellus","Spermophilus citellus",395.97,3,2,NA
"2007","Rodentia","Spermophilus","columbianus","Spermophilus columbianus",470.94,4,2,0.001090594
"2008","Rodentia","Spermophilus","dauricus","Spermophilus dauricus",NA,NA,NA,NA
"2009","Rodentia","Spermophilus","elegans","Spermophilus elegans",324.45,1,2,0.00191853
"2010","Rodentia","Spermophilus","erythrogenys","Spermophilus erythrogenys",NA,NA,NA,NA
"2011","Rodentia","Spermophilus","franklinii","Spermophilus franklinii",457.64,NA,NA,0.13
"2012","Rodentia","Spermophilus","fulvus","Spermophilus fulvus",778.38,NA,NA,NA
"2013","Rodentia","Spermophilus","lateralis","Spermophilus lateralis",175.1,4,NA,NA
"2014","Rodentia","Spermophilus","madrensis","Spermophilus madrensis",207.12,NA,NA,NA
"2015","Rodentia","Spermophilus","major","Spermophilus major",NA,NA,NA,NA
"2016","Rodentia","Spermophilus","mexicanus","Spermophilus mexicanus",177.49,5,2,NA
"2017","Rodentia","Spermophilus","mohavensis","Spermophilus mohavensis",213.18,2,2,0.01
"2018","Rodentia","Spermophilus","mollis","Spermophilus mollis",165.4,NA,NA,0.000957999
"2019","Rodentia","Spermophilus","musicus","Spermophilus musicus",NA,NA,NA,NA
"2020","Rodentia","Spermophilus","pallidicauda","Spermophilus pallidicauda",NA,NA,NA,NA
"2021","Rodentia","Spermophilus","parryii","Spermophilus parryii",747.09,NA,NA,0.02
"2022","Rodentia","Spermophilus","perotensis","Spermophilus perotensis",140,NA,NA,NA
"2023","Rodentia","Spermophilus","pygmaeus","Spermophilus pygmaeus",173.46,NA,NA,NA
"2024","Rodentia","Spermophilus","ralli","Spermophilus ralli",NA,NA,NA,NA
"2025","Rodentia","Spermophilus","relictus","Spermophilus relictus",599.99,NA,NA,NA
"2026","Rodentia","Spermophilus","richardsonii","Spermophilus richardsonii",325.1,3,1,0.00402332
"2027","Rodentia","Spermophilus","saturatus","Spermophilus saturatus",NA,NA,NA,NA
"2028","Rodentia","Spermophilus","spilosoma","Spermophilus spilosoma",106.64,6,2,0.009534137
"2029","Rodentia","Spermophilus","suslicus","Spermophilus suslicus",252,NA,NA,NA
"2030","Rodentia","Spermophilus","tereticaudus","Spermophilus tereticaudus",147.57,4,2,0.01
"2031","Rodentia","Spermophilus","townsendii","Spermophilus townsendii",207.29,5,2,NA
"2032","Rodentia","Spermophilus","tridecemlineatus","Spermophilus tridecemlineatus",174.91,5,2,0.01
"2033","Rodentia","Spermophilus","undulatus","Spermophilus undulatus",742.91,NA,NA,0.02
"2034","Rodentia","Spermophilus","variegatus","Spermophilus variegatus",714.58,6,2,0.03
"2035","Rodentia","Spermophilus","washingtoni","Spermophilus washingtoni",215.09,7,2,NA
"2036","Rodentia","Spermophilus","xanthoprymnus","Spermophilus xanthoprymnus",NA,NA,NA,NA
"2037","Rodentia","Sphiggurus","ichillus","Sphiggurus ichillus",NA,NA,NA,NA
"2038","Rodentia","Sphiggurus","insidiosus","Sphiggurus insidiosus",998.32,3,1,NA
"2039","Rodentia","Sphiggurus","melanurus","Sphiggurus melanurus",1900,NA,NA,NA
"2040","Rodentia","Sphiggurus","mexicanus","Sphiggurus mexicanus",2000,2,1,NA
"2041","Rodentia","Sphiggurus","pruinosus","Sphiggurus pruinosus",NA,NA,NA,NA
"2042","Rodentia","Sphiggurus","roosmalenorum","Sphiggurus roosmalenorum",NA,NA,NA,NA
"2043","Rodentia","Sphiggurus","spinosus","Sphiggurus spinosus",750.78,NA,1,NA
"2044","Rodentia","Sphiggurus","vestitus","Sphiggurus vestitus",736,NA,1,NA
"2045","Rodentia","Sphiggurus","villosus","Sphiggurus villosus",1750.01,NA,1,NA
"2046","Rodentia","Srilankamys","ohiensis","Srilankamys ohiensis",NA,NA,NA,NA
"2047","Rodentia","Steatomys","bocagei","Steatomys bocagei",NA,NA,NA,NA
"2048","Rodentia","Steatomys","caurinus","Steatomys caurinus",NA,NA,NA,NA
"2049","Rodentia","Steatomys","cuppedius","Steatomys cuppedius",NA,NA,NA,NA
"2050","Rodentia","Steatomys","jacksoni","Steatomys jacksoni",NA,NA,NA,NA
"2051","Rodentia","Steatomys","krebsii","Steatomys krebsii",20.67,NA,NA,NA
"2052","Rodentia","Steatomys","opimus","Steatomys opimus",40,1,2,NA
"2053","Rodentia","Steatomys","parvus","Steatomys parvus",4.99,NA,NA,NA
"2054","Rodentia","Steatomys","pratensis","Steatomys pratensis",30.58,NA,NA,NA
"2055","Rodentia","Stenocephalemys","albipes","Stenocephalemys albipes",NA,NA,NA,NA
"2056","Rodentia","Stenocephalemys","albocaudata","Stenocephalemys albocaudata",144,NA,NA,NA
"2057","Rodentia","Stenocephalemys","griseicauda","Stenocephalemys griseicauda",85.75,NA,NA,NA
"2058","Rodentia","Stenocephalemys","ruppi","Stenocephalemys ruppi",48.99,NA,NA,NA
"2059","Rodentia","Stochomys","longicaudatus","Stochomys longicaudatus",70.95,NA,2,NA
"2060","Rodentia","Stylodipus","andrewsi","Stylodipus andrewsi",NA,3,2,NA
"2061","Rodentia","Stylodipus","sungorus","Stylodipus sungorus",NA,3,2,NA
"2062","Rodentia","Stylodipus","telum","Stylodipus telum",59.99,3,2,0.00350188
"2063","Rodentia","Sundamys","infraluteus","Sundamys infraluteus",418.5,NA,NA,NA
"2064","Rodentia","Sundamys","maxi","Sundamys maxi",NA,NA,NA,NA
"2065","Rodentia","Sundamys","muelleri","Sundamys muelleri",356.48,NA,NA,NA
"2066","Rodentia","Sundasciurus","brookei","Sundasciurus brookei",114.05,NA,NA,NA
"2067","Rodentia","Sundasciurus","davensis","Sundasciurus davensis",NA,NA,NA,NA
"2068","Rodentia","Sundasciurus","fraterculus","Sundasciurus fraterculus",NA,NA,NA,NA
"2069","Rodentia","Sundasciurus","hippurus","Sundasciurus hippurus",357.79,5,1,NA
"2070","Rodentia","Sundasciurus","hoogstraali","Sundasciurus hoogstraali",NA,NA,NA,NA
"2071","Rodentia","Sundasciurus","jentinki","Sundasciurus jentinki",NA,NA,NA,NA
"2072","Rodentia","Sundasciurus","juvencus","Sundasciurus juvencus",NA,NA,NA,NA
"2073","Rodentia","Sundasciurus","lowii","Sundasciurus lowii",84.99,5,2,NA
"2074","Rodentia","Sundasciurus","mindanensis","Sundasciurus mindanensis",NA,NA,NA,NA
"2075","Rodentia","Sundasciurus","moellendorffi","Sundasciurus moellendorffi",NA,NA,NA,NA
"2076","Rodentia","Sundasciurus","philippinensis","Sundasciurus philippinensis",NA,NA,NA,NA
"2077","Rodentia","Sundasciurus","rabori","Sundasciurus rabori",NA,NA,NA,NA
"2078","Rodentia","Sundasciurus","samarensis","Sundasciurus samarensis",225,NA,NA,NA
"2079","Rodentia","Sundasciurus","steerii","Sundasciurus steerii",NA,NA,NA,NA
"2080","Rodentia","Sundasciurus","tenuis","Sundasciurus tenuis",74.87,5,1,NA
"2081","Rodentia","Synaptomys","borealis","Synaptomys borealis",21.3,NA,NA,NA
"2082","Rodentia","Synaptomys","cooperi","Synaptomys cooperi",28.01,4,NA,0.000847162
"2083","Rodentia","Syntheosciurus","brochus","Syntheosciurus brochus",NA,3,2,NA
"2084","Rodentia","Tachyoryctes","ankoliae","Tachyoryctes ankoliae",NA,NA,NA,NA
"2085","Rodentia","Tachyoryctes","annectens","Tachyoryctes annectens",NA,NA,NA,NA
"2086","Rodentia","Tachyoryctes","audax","Tachyoryctes audax",NA,NA,NA,NA
"2087","Rodentia","Tachyoryctes","daemon","Tachyoryctes daemon",NA,NA,NA,NA
"2088","Rodentia","Tachyoryctes","ibeanus","Tachyoryctes ibeanus",NA,NA,NA,NA
"2089","Rodentia","Tachyoryctes","macrocephalus","Tachyoryctes macrocephalus",621.88,2,2,NA
"2090","Rodentia","Tachyoryctes","naivashae","Tachyoryctes naivashae",NA,NA,NA,NA
"2091","Rodentia","Tachyoryctes","rex","Tachyoryctes rex",NA,NA,NA,NA
"2092","Rodentia","Tachyoryctes","ruandae","Tachyoryctes ruandae",NA,NA,NA,NA
"2093","Rodentia","Tachyoryctes","ruddi","Tachyoryctes ruddi",NA,NA,NA,NA
"2094","Rodentia","Tachyoryctes","spalacinus","Tachyoryctes spalacinus",NA,NA,NA,NA
"2095","Rodentia","Tachyoryctes","splendens","Tachyoryctes splendens",227.13,NA,NA,7.80443e-05
"2096","Rodentia","Tachyoryctes","storeyi","Tachyoryctes storeyi",NA,NA,NA,NA
"2097","Rodentia","Taeromys","arcuatus","Taeromys arcuatus",NA,NA,NA,NA
"2098","Rodentia","Taeromys","callitrichus","Taeromys callitrichus",NA,NA,NA,NA
"2099","Rodentia","Taeromys","celebensis","Taeromys celebensis",NA,NA,NA,NA
"2100","Rodentia","Taeromys","hamatus","Taeromys hamatus",NA,NA,NA,NA
"2101","Rodentia","Taeromys","microbullatus","Taeromys microbullatus",NA,NA,NA,NA
"2102","Rodentia","Taeromys","punicans","Taeromys punicans",NA,NA,NA,NA
"2103","Rodentia","Taeromys","taerae","Taeromys taerae",NA,NA,NA,NA
"2104","Rodentia","Tamias","alpinus","Tamias alpinus",36.54,1,2,NA
"2105","Rodentia","Tamias","amoenus","Tamias amoenus",50.63,7,2,0.008434861
"2106","Rodentia","Tamias","bulleri","Tamias bulleri",100,NA,1,NA
"2107","Rodentia","Tamias","canipes","Tamias canipes",70.2,5,2,NA
"2108","Rodentia","Tamias","cinereicollis","Tamias cinereicollis",61.59,6,2,NA
"2109","Rodentia","Tamias","dorsalis","Tamias dorsalis",63.66,5,1,0.01
"2110","Rodentia","Tamias","durangae","Tamias durangae",84.99,NA,NA,NA
"2111","Rodentia","Tamias","merriami","Tamias merriami",74.77,5,NA,NA
"2112","Rodentia","Tamias","minimus","Tamias minimus",42.87,4,3,0.01
"2113","Rodentia","Tamias","obscurus","Tamias obscurus",72.99,3,3,NA
"2114","Rodentia","Tamias","ochrogenys","Tamias ochrogenys",91.69,3,NA,NA
"2115","Rodentia","Tamias","palmeri","Tamias palmeri",60.74,5,1,NA
"2116","Rodentia","Tamias","panamintinus","Tamias panamintinus",51.73,6,2,NA
"2117","Rodentia","Tamias","quadrimaculatus","Tamias quadrimaculatus",83.62,5,2,0.005589918
"2118","Rodentia","Tamias","quadrivittatus","Tamias quadrivittatus",57.49,5,2,0.02
"2119","Rodentia","Tamias","ruficaudus","Tamias ruficaudus",60.06,4,2,NA
"2120","Rodentia","Tamias","rufus","Tamias rufus",53.6,3,2,0.007408495
"2121","Rodentia","Tamias","senex","Tamias senex",89.35,2,2,0.01
"2122","Rodentia","Tamias","sibiricus","Tamias sibiricus",94.16,NA,NA,0.001508451
"2123","Rodentia","Tamias","siskiyou","Tamias siskiyou",75,NA,NA,NA
"2124","Rodentia","Tamias","sonomae","Tamias sonomae",75,2,2,NA
"2125","Rodentia","Tamias","speciosus","Tamias speciosus",60.83,5,2,0.01
"2126","Rodentia","Tamias","striatus","Tamias striatus",NA,NA,NA,NA
"2127","Rodentia","Tamias","townsendii","Tamias townsendii",79.12,8,3,0.0072278
"2128","Rodentia","Tamias","umbrinus","Tamias umbrinus",51.75,NA,NA,0.02
"2129","Rodentia","Tamiasciurus","douglasii","Tamiasciurus douglasii",225,5,2,0.003531743
"2130","Rodentia","Tamiasciurus","hudsonicus","Tamiasciurus hudsonicus",200.24,5,1,0.007743219
"2131","Rodentia","Tamiasciurus","mearnsi","Tamiasciurus mearnsi",NA,NA,NA,NA
"2132","Rodentia","Tamiops","maritimus","Tamiops maritimus",66.77,NA,NA,NA
"2133","Rodentia","Tamiops","mcclellandii","Tamiops mcclellandii",45.84,NA,1,NA
"2134","Rodentia","Tamiops","rodolphii","Tamiops rodolphii",NA,NA,NA,NA
"2135","Rodentia","Tamiops","swinhoei","Tamiops swinhoei",NA,NA,NA,NA
"2136","Rodentia","Tapecomys","primus","Tapecomys primus",NA,NA,NA,NA
"2137","Rodentia","Tarsomys","apoensis","Tarsomys apoensis",NA,NA,NA,NA
"2138","Rodentia","Tarsomys","echinatus","Tarsomys echinatus",NA,NA,NA,NA
"2139","Rodentia","Tateomys","macrocercus","Tateomys macrocercus",NA,NA,NA,NA
"2140","Rodentia","Tateomys","rhinogradoides","Tateomys rhinogradoides",NA,NA,NA,NA
"2141","Rodentia","Tatera","indica","Tatera indica",138.28,4,NA,0.001368298
"2142","Rodentia","Taterillus","arenarius","Taterillus arenarius",47,NA,NA,NA
"2143","Rodentia","Taterillus","congicus","Taterillus congicus",NA,NA,NA,NA
"2144","Rodentia","Taterillus","emini","Taterillus emini",52,NA,NA,NA
"2145","Rodentia","Taterillus","gracilis","Taterillus gracilis",49.9,NA,NA,NA
"2146","Rodentia","Taterillus","harringtoni","Taterillus harringtoni",NA,NA,NA,NA
"2147","Rodentia","Taterillus","lacustris","Taterillus lacustris",NA,NA,NA,NA
"2148","Rodentia","Taterillus","petteri","Taterillus petteri",NA,NA,NA,NA
"2149","Rodentia","Taterillus","pygargus","Taterillus pygargus",60.19,1,NA,0.000415138
"2150","Rodentia","Taterillus","tranieri","Taterillus tranieri",NA,NA,NA,NA
"2151","Rodentia","Thallomys","loringi","Thallomys loringi",NA,NA,NA,NA
"2152","Rodentia","Thallomys","nigricauda","Thallomys nigricauda",124.49,NA,NA,NA
"2153","Rodentia","Thallomys","paedulcus","Thallomys paedulcus",77.7,NA,NA,NA
"2154","Rodentia","Thallomys","shortridgei","Thallomys shortridgei",NA,NA,NA,NA
"2155","Rodentia","Thalpomys","cerradensis","Thalpomys cerradensis",23.99,NA,NA,NA
"2156","Rodentia","Thalpomys","lasiotis","Thalpomys lasiotis",23.99,NA,NA,NA
"2157","Rodentia","Thamnomys","kempi","Thamnomys kempi",75,NA,NA,NA
"2158","Rodentia","Thamnomys","major","Thamnomys major",NA,NA,NA,NA
"2159","Rodentia","Thamnomys","venustus","Thamnomys venustus",61.88,NA,NA,NA
"2160","Rodentia","Thaptomys","nigrita","Thaptomys nigrita",19.9,NA,1,NA
"2161","Rodentia","Thomasomys","apeco","Thomasomys apeco",NA,NA,NA,NA
"2162","Rodentia","Thomasomys","aureus","Thomasomys aureus",87.99,1,1,NA
"2163","Rodentia","Thomasomys","baeops","Thomasomys baeops",77,NA,NA,NA
"2164","Rodentia","Thomasomys","bombycinus","Thomasomys bombycinus",114.5,NA,NA,NA
"2165","Rodentia","Thomasomys","caudivarius","Thomasomys caudivarius",NA,NA,NA,NA
"2166","Rodentia","Thomasomys","cinereiventer","Thomasomys cinereiventer",77,NA,NA,NA
"2167","Rodentia","Thomasomys","cinereus","Thomasomys cinereus",77,NA,NA,NA
"2168","Rodentia","Thomasomys","cinnameus","Thomasomys cinnameus",NA,NA,NA,NA
"2169","Rodentia","Thomasomys","daphne","Thomasomys daphne",77,NA,NA,NA
"2170","Rodentia","Thomasomys","eleusis","Thomasomys eleusis",77,NA,NA,NA
"2171","Rodentia","Thomasomys","erro","Thomasomys erro",NA,NA,NA,NA
"2172","Rodentia","Thomasomys","gracilis","Thomasomys gracilis",77,NA,NA,NA
"2173","Rodentia","Thomasomys","hudsoni","Thomasomys hudsoni",NA,NA,NA,NA
"2174","Rodentia","Thomasomys","hylophilus","Thomasomys hylophilus",77,NA,1,NA
"2175","Rodentia","Thomasomys","incanus","Thomasomys incanus",77,NA,NA,NA
"2176","Rodentia","Thomasomys","ischyrus","Thomasomys ischyrus",77,NA,NA,NA
"2177","Rodentia","Thomasomys","kalinowskii","Thomasomys kalinowskii",77,NA,NA,NA
"2178","Rodentia","Thomasomys","ladewi","Thomasomys ladewi",77,NA,NA,NA
"2179","Rodentia","Thomasomys","laniger","Thomasomys laniger",35.74,NA,NA,NA
"2180","Rodentia","Thomasomys","macrotis","Thomasomys macrotis",NA,NA,NA,NA
"2181","Rodentia","Thomasomys","monochromos","Thomasomys monochromos",77,NA,NA,NA
"2182","Rodentia","Thomasomys","niveipes","Thomasomys niveipes",54.09,NA,NA,NA
"2183","Rodentia","Thomasomys","notatus","Thomasomys notatus",77,NA,NA,NA
"2184","Rodentia","Thomasomys","onkiro","Thomasomys onkiro",NA,NA,NA,NA
"2185","Rodentia","Thomasomys","oreas","Thomasomys oreas",77,NA,NA,NA
"2186","Rodentia","Thomasomys","paramorum","Thomasomys paramorum",77,NA,NA,NA
"2187","Rodentia","Thomasomys","popayanus","Thomasomys popayanus",NA,NA,NA,NA
"2188","Rodentia","Thomasomys","praetor","Thomasomys praetor",NA,NA,NA,NA
"2189","Rodentia","Thomasomys","pyrrhonotus","Thomasomys pyrrhonotus",77,NA,NA,NA
"2190","Rodentia","Thomasomys","rhoadsi","Thomasomys rhoadsi",77,NA,NA,NA
"2191","Rodentia","Thomasomys","rosalinda","Thomasomys rosalinda",77,NA,NA,NA
"2192","Rodentia","Thomasomys","silvestris","Thomasomys silvestris",77,NA,NA,NA
"2193","Rodentia","Thomasomys","taczanowskii","Thomasomys taczanowskii",77,NA,NA,NA
"2194","Rodentia","Thomasomys","ucucha","Thomasomys ucucha",NA,NA,NA,NA
"2195","Rodentia","Thomasomys","vestitus","Thomasomys vestitus",76.5,NA,NA,NA
"2196","Rodentia","Thomasomys","vulcani","Thomasomys vulcani",NA,NA,NA,NA
"2197","Rodentia","Thomomys","bottae","Thomomys bottae",122.7,4,2,9.89232e-05
"2198","Rodentia","Thomomys","bulbivorus","Thomomys bulbivorus",359.9,3,2,NA
"2199","Rodentia","Thomomys","clusius","Thomomys clusius",NA,3,2,NA
"2200","Rodentia","Thomomys","idahoensis","Thomomys idahoensis",NA,3,2,NA
"2201","Rodentia","Thomomys","mazama","Thomomys mazama",93.07,3,2,9.05052e-05
"2202","Rodentia","Thomomys","monticola","Thomomys monticola",80.99,3,2,5.73596e-05
"2203","Rodentia","Thomomys","talpoides","Thomomys talpoides",104.64,3,2,NA
"2204","Rodentia","Thomomys","townsendii","Thomomys townsendii",263.35,3,2,NA
"2205","Rodentia","Thomomys","umbrinus","Thomomys umbrinus",125.56,3,2,NA
"2206","Rodentia","Thrichomys","apereoides","Thrichomys apereoides",297.53,NA,NA,NA
"2207","Rodentia","Thrichomys","inermis","Thrichomys inermis",NA,NA,NA,NA
"2208","Rodentia","Thrichomys","pachyurus","Thrichomys pachyurus",NA,NA,NA,NA
"2209","Rodentia","Thryonomys","gregorianus","Thryonomys gregorianus",2707.14,NA,1,NA
"2210","Rodentia","Thryonomys","swinderianus","Thryonomys swinderianus",3750.85,2,1,NA
"2211","Rodentia","Tokudaia","muenninki","Tokudaia muenninki",NA,NA,NA,NA
"2212","Rodentia","Tokudaia","osimensis","Tokudaia osimensis",84.65,NA,NA,NA
"2213","Rodentia","Trichys","fasciculata","Trichys fasciculata",1750,NA,2,NA
"2214","Rodentia","Trinomys","albispinus","Trinomys albispinus",284.99,NA,NA,NA
"2215","Rodentia","Trinomys","dimidiatus","Trinomys dimidiatus",167.6,NA,NA,NA
"2216","Rodentia","Trinomys","eliasi","Trinomys eliasi",NA,NA,NA,NA
"2217","Rodentia","Trinomys","gratiosus","Trinomys gratiosus",NA,NA,NA,NA
"2218","Rodentia","Trinomys","iheringi","Trinomys iheringi",220.39,NA,NA,0.01
"2219","Rodentia","Trinomys","mirapitanga","Trinomys mirapitanga",NA,NA,NA,NA
"2220","Rodentia","Trinomys","moojeni","Trinomys moojeni",NA,NA,NA,NA
"2221","Rodentia","Trinomys","myosuros","Trinomys myosuros",284.99,NA,NA,NA
"2222","Rodentia","Trinomys","paratus","Trinomys paratus",NA,NA,NA,NA
"2223","Rodentia","Trinomys","setosus","Trinomys setosus",284.99,NA,NA,NA
"2224","Rodentia","Trinomys","yonenagae","Trinomys yonenagae",NA,NA,NA,NA
"2225","Rodentia","Trogopterus","xanthipes","Trogopterus xanthipes",NA,1,NA,NA
"2226","Rodentia","Tryphomys","adustus","Tryphomys adustus",NA,NA,NA,NA
