,MSW05_Order,MSW05_Genus,MSW05_Species,MSW05_Binomial,X5.1_AdultBodyMass_g,X6.1_DietBreadth,X12.1_HabitatBreadth,X22.1_HomeRange_km2
729,Chiroptera,Chalinolobus,dwyeri,Chalinolobus dwyeri,8.74,NA,1,NA
730,Chiroptera,Chalinolobus,gouldii,Chalinolobus gouldii,14.24,1,1,NA
731,Chiroptera,Chalinolobus,morio,Chalinolobus morio,8.91,1,1,NA
732,Chiroptera,Chalinolobus,neocaledonicus,Chalinolobus neocaledonicus,NA,NA,NA,NA
733,Chiroptera,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,8.79,NA,1,NA
734,Chiroptera,Chalinolobus,picatus,Chalinolobus picatus,NA,NA,1,NA
735,Chiroptera,Chalinolobus,tuberculatus,Chalinolobus tuberculatus,NA,1,1,NA
736,Primates,Cheirogaleus,adipicaudatus,Cheirogaleus adipicaudatus,NA,NA,NA,NA
737,Primates,Cheirogaleus,crossleyi,Cheirogaleus crossleyi,NA,NA,NA,NA
738,Primates,Cheirogaleus,major,Cheirogaleus major,446.02,5,1,0.02
739,Primates,Cheirogaleus,medius,Cheirogaleus medius,196.76,5,1,0.02
740,Primates,Cheirogaleus,minusculus,Cheirogaleus minusculus,NA,NA,NA,NA
741,Primates,Cheirogaleus,ravus,Cheirogaleus ravus,NA,NA,NA,NA
742,Primates,Cheirogaleus,sibreei,Cheirogaleus sibreei,NA,NA,NA,NA
743,Chiroptera,Cheiromeles,parvidens,Cheiromeles parvidens,NA,1,NA,NA
744,Chiroptera,Cheiromeles,torquatus,Cheiromeles torquatus,169.43,1,1,NA
745,Rodentia,Chelemys,delfini,Chelemys delfini,NA,NA,NA,NA
746,Rodentia,Chelemys,macronyx,Chelemys macronyx,70.99,4,2,NA
747,Rodentia,Chelemys,megalonyx,Chelemys megalonyx,50.8,NA,2,NA
748,Rodentia,Chibchanomys,orcesi,Chibchanomys orcesi,NA,NA,NA,NA
749,Rodentia,Chibchanomys,trichotis,Chibchanomys trichotis,49.99,NA,NA,NA
750,Rodentia,Chilomys,instans,Chilomys instans,19,NA,NA,NA
751,Chiroptera,Chilonatalus,micropus,Chilonatalus micropus,NA,1,1,NA
752,Chiroptera,Chilonatalus,tumidifrons,Chilonatalus tumidifrons,3.62,1,1,NA
753,Soricomorpha,Chimarrogale,hantu,Chimarrogale hantu,54.99,1,2,NA
754,Soricomorpha,Chimarrogale,himalayica,Chimarrogale himalayica,33.5,2,2,NA
755,Soricomorpha,Chimarrogale,phaeura,Chimarrogale phaeura,NA,1,2,NA
756,Soricomorpha,Chimarrogale,platycephalus,Chimarrogale platycephalus,36.32,2,2,NA
757,Soricomorpha,Chimarrogale,styani,Chimarrogale styani,NA,1,2,NA
758,Soricomorpha,Chimarrogale,sumatrana,Chimarrogale sumatrana,NA,1,2,NA
759,Rodentia,Chinchilla,chinchilla,Chinchilla chinchilla,499.99,6,1,NA
760,Rodentia,Chinchilla,lanigera,Chinchilla lanigera,480.28,6,1,NA
761,Rodentia,Chinchillula,sahamae,Chinchillula sahamae,169.74,3,1,NA
762,Rodentia,Chionomys,gud,Chionomys gud,NA,NA,NA,NA
763,Rodentia,Chionomys,nivalis,Chionomys nivalis,42.01,NA,NA,NA
764,Rodentia,Chionomys,roberti,Chionomys roberti,NA,NA,NA,NA
765,Chiroptera,Chiroderma,doriae,Chiroderma doriae,19.9,1,1,NA
766,Chiroptera,Chiroderma,improvisum,Chiroderma improvisum,35.39,1,1,NA
767,Chiroptera,Chiroderma,salvini,Chiroderma salvini,26.3,1,1,NA
768,Chiroptera,Chiroderma,trinitatum,Chiroderma trinitatum,13.91,1,1,NA
769,Chiroptera,Chiroderma,villosum,Chiroderma villosum,23.81,1,1,NA
770,Rodentia,Chiromyscus,chiropus,Chiromyscus chiropus,NA,NA,NA,NA
771,Chiroptera,Chironax,melanocephalus,Chironax melanocephalus,17.7,1,1,NA
772,Didelphimorphia,Chironectes,minimus,Chironectes minimus,974.33,4,3,NA
773,Rodentia,Chiropodomys,calamianensis,Chiropodomys calamianensis,28.9,NA,NA,NA
774,Rodentia,Chiropodomys,gliroides,Chiropodomys gliroides,23.68,NA,NA,NA
775,Rodentia,Chiropodomys,karlkoopmani,Chiropodomys karlkoopmani,NA,NA,NA,NA
776,Rodentia,Chiropodomys,major,Chiropodomys major,28.9,NA,NA,NA
777,Rodentia,Chiropodomys,muroides,Chiropodomys muroides,28.9,NA,NA,NA
778,Rodentia,Chiropodomys,pusillus,Chiropodomys pusillus,28.9,NA,NA,NA
779,Primates,Chiropotes,albinasus,Chiropotes albinasus,2793.21,3,1,1.98
780,Primates,Chiropotes,chiropotes,Chiropotes chiropotes,NA,NA,NA,NA
781,Primates,Chiropotes,israelita,Chiropotes israelita,NA,NA,NA,NA
782,Primates,Chiropotes,satanas,Chiropotes satanas,2967.27,3,1,1.48
783,Primates,Chiropotes,utahickae,Chiropotes utahickae,NA,NA,NA,NA
784,Rodentia,Chiruromys,forbesi,Chiruromys forbesi,105.15,NA,2,NA
785,Rodentia,Chiruromys,lamia,Chiruromys lamia,47.2,NA,2,NA
786,Rodentia,Chiruromys,vates,Chiruromys vates,45.46,NA,2,NA
787,Cingulata,Chlamyphorus,truncatus,Chlamyphorus truncatus,83.53,6,2,NA
788,Primates,Chlorocebus,aethiops,Chlorocebus aethiops,3695.99,NA,NA,NA
789,Primates,Chlorocebus,cynosuros,Chlorocebus cynosuros,NA,NA,NA,NA
790,Primates,Chlorocebus,djamdjamensis,Chlorocebus djamdjamensis,NA,NA,NA,NA
791,Primates,Chlorocebus,pygerythrus,Chlorocebus pygerythrus,NA,NA,NA,NA
792,Primates,Chlorocebus,sabaeus,Chlorocebus sabaeus,NA,NA,NA,NA
793,Primates,Chlorocebus,tantalus,Chlorocebus tantalus,NA,NA,NA,NA
794,Afrosoricida,Chlorotalpa,duthieae,Chlorotalpa duthieae,NA,1,NA,NA
795,Afrosoricida,Chlorotalpa,sclateri,Chlorotalpa sclateri,38.3,1,NA,NA
796,Soricomorpha,Chodsigoa,caovansunga,Chodsigoa caovansunga,NA,NA,NA,NA
797,Soricomorpha,Chodsigoa,hypsibia,Chodsigoa hypsibia,NA,NA,NA,NA
798,Soricomorpha,Chodsigoa,lamula,Chodsigoa lamula,NA,NA,NA,NA
799,Soricomorpha,Chodsigoa,parca,Chodsigoa parca,NA,NA,NA,NA
800,Soricomorpha,Chodsigoa,parva,Chodsigoa parva,NA,NA,NA,NA
801,Soricomorpha,Chodsigoa,salenskii,Chodsigoa salenskii,5.49,NA,NA,NA
802,Soricomorpha,Chodsigoa,smithii,Chodsigoa smithii,NA,NA,NA,NA
803,Soricomorpha,Chodsigoa,sodalis,Chodsigoa sodalis,NA,NA,NA,NA
804,Chiroptera,Choeroniscus,godmani,Choeroniscus godmani,7.9,3,1,NA
805,Chiroptera,Choeroniscus,minor,Choeroniscus minor,8.63,2,1,NA
806,Chiroptera,Choeroniscus,periosus,Choeroniscus periosus,NA,NA,1,NA
807,Chiroptera,Choeronycteris,mexicana,Choeronycteris mexicana,17.26,3,1,NA
808,Pilosa,Choloepus,didactylus,Choloepus didactylus,6646.5,3,2,NA
809,Pilosa,Choloepus,hoffmanni,Choloepus hoffmanni,5893.5,3,2,NA
810,Carnivora,Chrotogale,owstoni,Chrotogale owstoni,3267.71,6,1,NA
811,Rodentia,Chrotomys,gonzalesi,Chrotomys gonzalesi,140.2,1,NA,NA
812,Rodentia,Chrotomys,mindorensis,Chrotomys mindorensis,151.98,NA,NA,NA
813,Rodentia,Chrotomys,silaceus,Chrotomys silaceus,NA,NA,NA,NA
814,Rodentia,Chrotomys,whiteheadi,Chrotomys whiteheadi,151.98,NA,NA,NA
815,Chiroptera,Chrotopterus,auritus,Chrotopterus auritus,78.26,3,1,NA
816,Afrosoricida,Chrysochloris,asiatica,Chrysochloris asiatica,37.16,2,2,NA
817,Afrosoricida,Chrysochloris,stuhlmanni,Chrysochloris stuhlmanni,55.76,1,1,NA
818,Afrosoricida,Chrysochloris,visagiei,Chrysochloris visagiei,NA,1,NA,NA
819,Carnivora,Chrysocyon,brachyurus,Chrysocyon brachyurus,23325,6,1,21.36
820,Afrosoricida,Chrysospalax,trevelyani,Chrysospalax trevelyani,434.04,2,2,0.000602526
821,Afrosoricida,Chrysospalax,villosus,Chrysospalax villosus,108.35,1,2,NA
822,Chiroptera,Cistugo,lesueuri,Cistugo lesueuri,NA,NA,1,NA
823,Chiroptera,Cistugo,seabrae,Cistugo seabrae,NA,NA,1,NA
824,Carnivora,Civettictis,civetta,Civettictis civetta,12075.58,6,1,NA
825,Rodentia,Clidomys,osborni,Clidomys osborni,NA,NA,NA,NA
826,Chiroptera,Cloeotis,percivali,Cloeotis percivali,4.16,NA,1,NA
827,Rodentia,Clyomys,bishopi,Clyomys bishopi,30,NA,NA,NA
828,Rodentia,Clyomys,laticeps,Clyomys laticeps,201,NA,2,NA
829,Rodentia,Coccymys,albidens,Coccymys albidens,NA,NA,2,NA
830,Rodentia,Coccymys,ruemmleri,Coccymys ruemmleri,29.7,2,2,NA
831,Chiroptera,Coelops,frithii,Coelops frithii,7.52,1,1,NA
832,Chiroptera,Coelops,robinsoni,Coelops robinsoni,6.5,1,1,NA
833,Rodentia,Coendou,bicolor,Coendou bicolor,4492.49,4,1,NA
834,Rodentia,Coendou,nycthemera,Coendou nycthemera,2999.98,NA,NA,NA
835,Rodentia,Coendou,prehensilis,Coendou prehensilis,4116.2,5,1,0.14
836,Rodentia,Coendou,rothschildi,Coendou rothschildi,2000,2,1,NA
837,Chiroptera,Coleura,afra,Coleura afra,10.68,1,1,NA
838,Chiroptera,Coleura,seychellensis,Coleura seychellensis,10.64,1,1,NA
839,Primates,Colobus,angolensis,Colobus angolensis,8990.31,1,NA,NA
840,Primates,Colobus,guereza,Colobus guereza,9925.88,2,1,0.17
841,Primates,Colobus,polykomos,Colobus polykomos,8797.29,2,NA,0.14
842,Primates,Colobus,satanas,Colobus satanas,9055.32,3,1,0.44
843,Primates,Colobus,vellerosus,Colobus vellerosus,7700.18,NA,NA,0.29
844,Rodentia,Colomys,goslingi,Colomys goslingi,62.5,NA,NA,NA
845,Soricomorpha,Condylura,cristata,Condylura cristata,48.15,2,3,0.003656234
846,Carnivora,Conepatus,chinga,Conepatus chinga,NA,NA,NA,NA
847,Carnivora,Conepatus,humboldtii,Conepatus humboldtii,1097.61,1,2,0.1
848,Carnivora,Conepatus,leuconotus,Conepatus leuconotus,3293.91,1,1,NA
849,Carnivora,Conepatus,semistriatus,Conepatus semistriatus,1997.34,6,2,0.27
850,Soricomorpha,Congosorex,polli,Congosorex polli,NA,NA,NA,NA
851,Soricomorpha,Congosorex,verheyeni,Congosorex verheyeni,NA,NA,NA,NA
852,Rodentia,Conilurus,albipes,Conilurus albipes,200,NA,NA,NA
853,Rodentia,Conilurus,penicillatus,Conilurus penicillatus,175.02,5,2,NA
854,Artiodactyla,Connochaetes,gnou,Connochaetes gnou,156547.53,2,1,0.95
855,Artiodactyla,Connochaetes,taurinus,Connochaetes taurinus,198619.68,1,1,NA
856,Chiroptera,Cormura,brevirostris,Cormura brevirostris,9.26,1,1,NA
857,Chiroptera,Corynorhinus,mexicanus,Corynorhinus mexicanus,NA,NA,NA,NA
858,Chiroptera,Corynorhinus,rafinesquii,Corynorhinus rafinesquii,9.15,1,1,NA
859,Chiroptera,Corynorhinus,townsendii,Corynorhinus townsendii,10.3,1,1,NA
860,Rodentia,Coryphomys,buehleri,Coryphomys buehleri,NA,NA,NA,NA
861,Chiroptera,Craseonycteris,thonglongyai,Craseonycteris thonglongyai,1.96,1,1,NA
862,Rodentia,Crateromys,australis,Crateromys australis,NA,NA,NA,NA
863,Rodentia,Crateromys,heaneyi,Crateromys heaneyi,NA,NA,NA,NA
864,Rodentia,Crateromys,paulus,Crateromys paulus,NA,NA,NA,NA
865,Rodentia,Crateromys,schadenbergi,Crateromys schadenbergi,NA,NA,NA,NA
866,Rodentia,Cratogeomys,castanops,Cratogeomys castanops,266.83,4,2,NA
867,Rodentia,Cratogeomys,fumosus,Cratogeomys fumosus,150,3,2,NA
868,Rodentia,Cratogeomys,goldmani,Cratogeomys goldmani,NA,NA,NA,NA
869,Rodentia,Cratogeomys,gymnurus,Cratogeomys gymnurus,599.99,3,2,NA
870,Rodentia,Cratogeomys,merriami,Cratogeomys merriami,419.99,3,2,NA
871,Rodentia,Cratogeomys,neglectus,Cratogeomys neglectus,302.48,3,2,NA
872,Rodentia,Cratogeomys,tylorhinus,Cratogeomys tylorhinus,403.42,4,2,NA
873,Rodentia,Cratogeomys,zinseri,Cratogeomys zinseri,150,3,2,NA
874,Rodentia,Cremnomys,cutchicus,Cremnomys cutchicus,NA,NA,NA,NA
875,Rodentia,Cremnomys,elvira,Cremnomys elvira,NA,NA,NA,NA
876,Rodentia,Cricetomys,ansorgei,Cricetomys ansorgei,NA,NA,NA,NA
877,Rodentia,Cricetomys,emini,Cricetomys emini,1280,NA,1,NA
878,Rodentia,Cricetomys,gambianus,Cricetomys gambianus,1267.52,NA,NA,NA
879,Rodentia,Cricetomys,kivuensis,Cricetomys kivuensis,NA,NA,NA,NA
880,Rodentia,Cricetulus,barabensis,Cricetulus barabensis,NA,NA,NA,NA
881,Rodentia,Cricetulus,kamensis,Cricetulus kamensis,NA,NA,NA,NA
882,Rodentia,Cricetulus,longicaudatus,Cricetulus longicaudatus,NA,NA,NA,NA
883,Rodentia,Cricetulus,migratorius,Cricetulus migratorius,30.59,NA,NA,NA
884,Rodentia,Cricetulus,sokolovi,Cricetulus sokolovi,NA,NA,NA,NA
885,Rodentia,Cricetulus,alticola,Cricetulus alticola,NA,NA,NA,NA
886,Rodentia,Cricetus,cricetus,Cricetus cricetus,428.95,NA,NA,NA
887,Soricomorpha,Crocidura,aleksandrisi,Crocidura aleksandrisi,NA,NA,NA,NA
888,Soricomorpha,Crocidura,allex,Crocidura allex,NA,NA,NA,NA
889,Soricomorpha,Crocidura,andamanensis,Crocidura andamanensis,NA,NA,NA,NA
890,Soricomorpha,Crocidura,ansellorum,Crocidura ansellorum,NA,NA,NA,NA
891,Soricomorpha,Crocidura,arabica,Crocidura arabica,NA,NA,NA,NA
892,Soricomorpha,Crocidura,arispa,Crocidura arispa,NA,NA,NA,NA
893,Soricomorpha,Crocidura,armenica,Crocidura armenica,NA,NA,NA,NA
894,Soricomorpha,Crocidura,attenuata,Crocidura attenuata,NA,NA,NA,NA
895,Soricomorpha,Crocidura,attila,Crocidura attila,NA,NA,NA,NA
896,Soricomorpha,Crocidura,baileyi,Crocidura baileyi,NA,NA,NA,NA
897,Soricomorpha,Crocidura,baluensis,Crocidura baluensis,NA,NA,NA,NA
898,Soricomorpha,Crocidura,batesi,Crocidura batesi,16.49,NA,NA,NA
899,Soricomorpha,Crocidura,beatus,Crocidura beatus,10.55,NA,NA,NA
900,Soricomorpha,Crocidura,beccarii,Crocidura beccarii,NA,NA,NA,NA
901,Soricomorpha,Crocidura,bottegi,Crocidura bottegi,3.49,NA,NA,NA
902,Soricomorpha,Crocidura,bottegoides,Crocidura bottegoides,NA,NA,NA,NA
903,Soricomorpha,Crocidura,brunnea,Crocidura brunnea,NA,NA,NA,NA
904,Soricomorpha,Crocidura,buettikoferi,Crocidura buettikoferi,NA,NA,NA,NA
905,Soricomorpha,Crocidura,caliginea,Crocidura caliginea,NA,NA,NA,NA
906,Soricomorpha,Crocidura,canariensis,Crocidura canariensis,7.5,NA,NA,NA
907,Soricomorpha,Crocidura,caspica,Crocidura caspica,NA,NA,NA,NA
908,Soricomorpha,Crocidura,cinderella,Crocidura cinderella,NA,NA,NA,NA
909,Soricomorpha,Crocidura,congobelgica,Crocidura congobelgica,NA,NA,NA,NA
910,Soricomorpha,Crocidura,crenata,Crocidura crenata,NA,NA,NA,NA
911,Soricomorpha,Crocidura,crossei,Crocidura crossei,8,NA,NA,NA
912,Soricomorpha,Crocidura,cyanea,Crocidura cyanea,8.58,4,1,NA
913,Soricomorpha,Crocidura,denti,Crocidura denti,NA,NA,NA,NA
914,Soricomorpha,Crocidura,desperata,Crocidura desperata,NA,NA,NA,NA
915,Soricomorpha,Crocidura,dhofarensis,Crocidura dhofarensis,NA,NA,NA,NA
916,Soricomorpha,Crocidura,dolichura,Crocidura dolichura,5.63,NA,NA,NA
917,Soricomorpha,Crocidura,douceti,Crocidura douceti,4.3,NA,NA,NA
918,Soricomorpha,Crocidura,dsinezumi,Crocidura dsinezumi,NA,NA,NA,NA
919,Soricomorpha,Crocidura,eisentrauti,Crocidura eisentrauti,NA,NA,NA,NA
920,Soricomorpha,Crocidura,elgonius,Crocidura elgonius,6.5,NA,NA,NA
921,Soricomorpha,Crocidura,elongata,Crocidura elongata,NA,NA,NA,NA
922,Soricomorpha,Crocidura,erica,Crocidura erica,NA,NA,NA,NA
923,Soricomorpha,Crocidura,fischeri,Crocidura fischeri,NA,NA,NA,NA
924,Soricomorpha,Crocidura,flavescens,Crocidura flavescens,31.22,1,NA,NA
925,Soricomorpha,Crocidura,floweri,Crocidura floweri,NA,NA,NA,NA
926,Soricomorpha,Crocidura,foetida,Crocidura foetida,NA,NA,NA,NA
927,Soricomorpha,Crocidura,foxi,Crocidura foxi,21,NA,NA,NA
928,Soricomorpha,Crocidura,fuliginosa,Crocidura fuliginosa,12,NA,NA,NA
929,Soricomorpha,Crocidura,fulvastra,Crocidura fulvastra,10,NA,NA,NA
930,Soricomorpha,Crocidura,fumosa,Crocidura fumosa,14.49,NA,NA,NA
931,Soricomorpha,Crocidura,fuscomurina,Crocidura fuscomurina,5.6,3,1,NA
932,Soricomorpha,Crocidura,glassi,Crocidura glassi,NA,NA,NA,NA
933,Soricomorpha,Crocidura,gmelini,Crocidura gmelini,NA,NA,NA,NA
934,Soricomorpha,Crocidura,goliath,Crocidura goliath,87.92,NA,NA,NA
935,Soricomorpha,Crocidura,gracilipes,Crocidura gracilipes,6.69,NA,NA,NA
936,Soricomorpha,Crocidura,grandiceps,Crocidura grandiceps,23,NA,NA,NA
937,Soricomorpha,Crocidura,grandis,Crocidura grandis,NA,NA,NA,NA
938,Soricomorpha,Crocidura,grassei,Crocidura grassei,NA,NA,NA,NA
939,Soricomorpha,Crocidura,grayi,Crocidura grayi,10.7,1,NA,NA
940,Soricomorpha,Crocidura,greenwoodi,Crocidura greenwoodi,NA,NA,NA,NA
941,Soricomorpha,Crocidura,harenna,Crocidura harenna,NA,NA,NA,NA
942,Soricomorpha,Crocidura,hildegardeae,Crocidura hildegardeae,10.28,NA,NA,NA
943,Soricomorpha,Crocidura,hilliana,Crocidura hilliana,NA,NA,NA,NA
944,Soricomorpha,Crocidura,hirta,Crocidura hirta,15.8,4,1,NA
945,Soricomorpha,Crocidura,hispida,Crocidura hispida,NA,NA,NA,NA
946,Soricomorpha,Crocidura,orii,Crocidura orii,NA,NA,NA,NA
947,Soricomorpha,Crocidura,palawanensis,Crocidura palawanensis,NA,NA,NA,NA
948,Soricomorpha,Crocidura,paradoxura,Crocidura paradoxura,NA,NA,NA,NA
949,Soricomorpha,Crocidura,parvipes,Crocidura parvipes,NA,NA,NA,NA
950,Soricomorpha,Crocidura,pasha,Crocidura pasha,6.5,NA,NA,NA
951,Soricomorpha,Crocidura,pergrisea,Crocidura pergrisea,NA,NA,NA,NA
952,Soricomorpha,Crocidura,phaeura,Crocidura phaeura,NA,NA,NA,NA
953,Soricomorpha,Crocidura,picea,Crocidura picea,NA,NA,NA,NA
954,Soricomorpha,Crocidura,pitmani,Crocidura pitmani,NA,NA,NA,NA
955,Soricomorpha,Crocidura,planiceps,Crocidura planiceps,2.5,NA,NA,NA
956,Soricomorpha,Crocidura,poensis,Crocidura poensis,17.05,NA,NA,NA
957,Soricomorpha,Crocidura,polia,Crocidura polia,NA,NA,NA,NA
958,Soricomorpha,Crocidura,pullata,Crocidura pullata,NA,NA,NA,NA
959,Soricomorpha,Crocidura,raineyi,Crocidura raineyi,14.49,NA,NA,NA
960,Soricomorpha,Crocidura,ramona,Crocidura ramona,NA,NA,NA,NA
961,Soricomorpha,Crocidura,rapax,Crocidura rapax,NA,NA,NA,NA
962,Soricomorpha,Crocidura,religiosa,Crocidura religiosa,7,NA,NA,NA
963,Soricomorpha,Crocidura,rhoditis,Crocidura rhoditis,NA,NA,NA,NA
964,Soricomorpha,Crocidura,roosevelti,Crocidura roosevelti,NA,NA,NA,NA
965,Soricomorpha,Crocidura,russula,Crocidura russula,9.89,2,1,0.000165903
966,Soricomorpha,Crocidura,selina,Crocidura selina,NA,NA,NA,NA
967,Soricomorpha,Crocidura,serezkyensis,Crocidura serezkyensis,NA,NA,NA,NA
968,Soricomorpha,Crocidura,shantungensis,Crocidura shantungensis,NA,NA,NA,NA
969,Soricomorpha,Crocidura,sibirica,Crocidura sibirica,NA,NA,NA,NA
970,Soricomorpha,Crocidura,sicula,Crocidura sicula,NA,NA,NA,NA
971,Soricomorpha,Crocidura,silacea,Crocidura silacea,7,1,NA,NA
972,Soricomorpha,Crocidura,smithii,Crocidura smithii,NA,NA,NA,NA
973,Soricomorpha,Crocidura,somalica,Crocidura somalica,11.5,NA,NA,NA
974,Soricomorpha,Crocidura,stenocephala,Crocidura stenocephala,NA,NA,NA,NA
975,Soricomorpha,Crocidura,suaveolens,Crocidura suaveolens,7.35,4,NA,NA
976,Soricomorpha,Crocidura,susiana,Crocidura susiana,NA,NA,NA,NA
977,Soricomorpha,Crocidura,olivieri,Crocidura olivieri,34.42,NA,NA,NA
978,Soricomorpha,Crocidura,orientalis,Crocidura orientalis,NA,NA,NA,NA
979,Soricomorpha,Crocidura,horsfieldii,Crocidura horsfieldii,5.47,NA,NA,NA
980,Soricomorpha,Crocidura,hutanis,Crocidura hutanis,NA,NA,NA,NA
981,Soricomorpha,Crocidura,ichnusae,Crocidura ichnusae,NA,NA,NA,NA
982,Soricomorpha,Crocidura,indochinensis,Crocidura indochinensis,NA,NA,NA,NA
983,Soricomorpha,Crocidura,jacksoni,Crocidura jacksoni,7,NA,NA,NA
984,Soricomorpha,Crocidura,jenkinsi,Crocidura jenkinsi,NA,NA,NA,NA
985,Soricomorpha,Crocidura,jouvenetae,Crocidura jouvenetae,9.79,NA,NA,NA
986,Soricomorpha,Crocidura,katinka,Crocidura katinka,NA,NA,NA,NA
987,Soricomorpha,Crocidura,kivuana,Crocidura kivuana,NA,NA,NA,NA
988,Soricomorpha,Crocidura,lamottei,Crocidura lamottei,NA,NA,NA,NA
989,Soricomorpha,Crocidura,lanosa,Crocidura lanosa,NA,NA,NA,NA
990,Soricomorpha,Crocidura,lasiura,Crocidura lasiura,NA,NA,NA,NA
991,Soricomorpha,Crocidura,latona,Crocidura latona,NA,NA,NA,NA
992,Soricomorpha,Crocidura,lea,Crocidura lea,NA,NA,NA,NA
993,Soricomorpha,Crocidura,lepidura,Crocidura lepidura,NA,NA,NA,NA
994,Soricomorpha,Crocidura,leucodon,Crocidura leucodon,10.88,3,1,NA
995,Soricomorpha,Crocidura,levicula,Crocidura levicula,NA,NA,NA,NA
996,Soricomorpha,Crocidura,littoralis,Crocidura littoralis,18.61,NA,NA,NA
997,Soricomorpha,Crocidura,longipes,Crocidura longipes,19.3,NA,NA,NA
998,Soricomorpha,Crocidura,lucina,Crocidura lucina,NA,NA,NA,NA
999,Soricomorpha,Crocidura,ludia,Crocidura ludia,5.15,NA,NA,NA
1000,Soricomorpha,Crocidura,luna,Crocidura luna,13.83,1,NA,NA
1001,Soricomorpha,Crocidura,lusitania,Crocidura lusitania,2.48,NA,NA,NA
1002,Soricomorpha,Crocidura,macarthuri,Crocidura macarthuri,NA,NA,NA,NA
1003,Soricomorpha,Crocidura,macmillani,Crocidura macmillani,NA,NA,NA,NA
1004,Soricomorpha,Crocidura,macowi,Crocidura macowi,NA,NA,NA,NA
1005,Soricomorpha,Crocidura,malayana,Crocidura malayana,NA,NA,NA,NA
1006,Soricomorpha,Crocidura,manengubae,Crocidura manengubae,NA,NA,NA,NA
1007,Soricomorpha,Crocidura,maquassiensis,Crocidura maquassiensis,5.99,1,NA,NA
1008,Soricomorpha,Crocidura,mariquensis,Crocidura mariquensis,10.35,1,1,NA
1009,Soricomorpha,Crocidura,maurisca,Crocidura maurisca,14,NA,NA,NA
1010,Soricomorpha,Crocidura,maxi,Crocidura maxi,NA,NA,NA,NA
1011,Soricomorpha,Crocidura,mindorus,Crocidura mindorus,NA,NA,NA,NA
1012,Soricomorpha,Crocidura,miya,Crocidura miya,NA,NA,NA,NA
1013,Soricomorpha,Crocidura,monax,Crocidura monax,16,NA,NA,NA
1014,Soricomorpha,Crocidura,monticola,Crocidura monticola,NA,NA,NA,NA
1015,Soricomorpha,Crocidura,montis,Crocidura montis,14.49,NA,NA,NA
1016,Soricomorpha,Crocidura,muricauda,Crocidura muricauda,NA,NA,NA,NA
1017,Soricomorpha,Crocidura,musseri,Crocidura musseri,NA,NA,NA,NA
1018,Soricomorpha,Crocidura,mutesae,Crocidura mutesae,23.91,NA,NA,NA
1019,Soricomorpha,Crocidura,nana,Crocidura nana,NA,NA,NA,NA
1020,Soricomorpha,Crocidura,nanilla,Crocidura nanilla,6.5,NA,NA,NA
1021,Soricomorpha,Crocidura,negligens,Crocidura negligens,NA,NA,NA,NA
1022,Soricomorpha,Crocidura,negrina,Crocidura negrina,11.33,NA,NA,NA
1023,Soricomorpha,Crocidura,nicobarica,Crocidura nicobarica,NA,2,NA,NA
1024,Soricomorpha,Crocidura,nigeriae,Crocidura nigeriae,23,NA,NA,NA
1025,Soricomorpha,Crocidura,nigricans,Crocidura nigricans,20,NA,NA,NA
1026,Soricomorpha,Crocidura,nigripes,Crocidura nigripes,NA,NA,NA,NA
1027,Soricomorpha,Crocidura,nigrofusca,Crocidura nigrofusca,11.75,NA,NA,NA
1028,Soricomorpha,Crocidura,nimbae,Crocidura nimbae,NA,NA,NA,NA
1029,Soricomorpha,Crocidura,niobe,Crocidura niobe,16,NA,NA,NA
1030,Soricomorpha,Crocidura,obscurior,Crocidura obscurior,NA,NA,NA,NA
1031,Soricomorpha,Crocidura,tanakae,Crocidura tanakae,NA,NA,NA,NA
1032,Soricomorpha,Crocidura,tansaniana,Crocidura tansaniana,NA,NA,NA,NA
1033,Soricomorpha,Crocidura,tarella,Crocidura tarella,NA,NA,NA,NA
1034,Soricomorpha,Crocidura,tarfayensis,Crocidura tarfayensis,6.59,NA,NA,NA
1035,Soricomorpha,Crocidura,telfordi,Crocidura telfordi,NA,NA,NA,NA
1036,Soricomorpha,Crocidura,tenuis,Crocidura tenuis,NA,NA,NA,NA
1037,Soricomorpha,Crocidura,thalia,Crocidura thalia,NA,NA,NA,NA
1038,Soricomorpha,Crocidura,theresae,Crocidura theresae,17.6,NA,NA,NA
1039,Soricomorpha,Crocidura,thomensis,Crocidura thomensis,NA,NA,NA,NA
1040,Soricomorpha,Crocidura,trichura,Crocidura trichura,NA,NA,NA,NA
1041,Soricomorpha,Crocidura,turba,Crocidura turba,14.49,NA,NA,NA
1042,Soricomorpha,Crocidura,ultima,Crocidura ultima,16,NA,NA,NA
1043,Soricomorpha,Crocidura,usambarae,Crocidura usambarae,11.83,NA,NA,NA
1044,Soricomorpha,Crocidura,viaria,Crocidura viaria,16.49,NA,NA,NA
1045,Soricomorpha,Crocidura,virgata,Crocidura virgata,NA,NA,NA,NA
1046,Soricomorpha,Crocidura,voi,Crocidura voi,NA,NA,NA,NA
1047,Soricomorpha,Crocidura,vorax,Crocidura vorax,NA,NA,NA,NA
1048,Soricomorpha,Crocidura,vosmaeri,Crocidura vosmaeri,NA,NA,NA,NA
1049,Soricomorpha,Crocidura,watasei,Crocidura watasei,NA,NA,NA,NA
