,MSW05_Order,MSW05_Genus,MSW05_Species,MSW05_Binomial,X5.1_AdultBodyMass_g,X6.1_DietBreadth,X12.1_HabitatBreadth,X22.1_HomeRange_km2
3323,Rodentia,Notomys,cervinus,Notomys cervinus,34.79,NA,NA,NA
3324,Rodentia,Notomys,fuscus,Notomys fuscus,39.28,5,2,NA
3325,Rodentia,Notomys,longicaudatus,Notomys longicaudatus,100,NA,NA,NA
3326,Rodentia,Notomys,macrotis,Notomys macrotis,89.99,NA,NA,NA
3327,Rodentia,Notomys,mitchellii,Notomys mitchellii,42.8,NA,NA,NA
3328,Rodentia,Notomys,mordax,Notomys mordax,89.99,NA,NA,NA
3329,Chiroptera,Notopteris,macdonaldi,Notopteris macdonaldi,68.17,NA,1,NA
3330,Chiroptera,Notopteris,neocaledonica,Notopteris neocaledonica,NA,NA,NA,NA
3331,Notoryctemorphia,Notoryctes,caurinus,Notoryctes caurinus,NA,NA,1,NA
3332,Notoryctemorphia,Notoryctes,typhlops,Notoryctes typhlops,55,2,2,NA
3333,Chiroptera,Nyctalus,aviator,Nyctalus aviator,NA,NA,1,NA
3334,Chiroptera,Nyctalus,azoreum,Nyctalus azoreum,NA,NA,1,NA
3335,Chiroptera,Nyctalus,furvus,Nyctalus furvus,NA,NA,NA,NA
3336,Chiroptera,Nyctalus,lasiopterus,Nyctalus lasiopterus,45.98,1,1,NA
3337,Chiroptera,Nyctalus,leisleri,Nyctalus leisleri,12.47,NA,1,NA
3338,Chiroptera,Nyctalus,montanus,Nyctalus montanus,NA,NA,NA,NA
3339,Chiroptera,Nyctalus,noctula,Nyctalus noctula,28.48,1,1,NA
3340,Chiroptera,Nyctalus,plancyi,Nyctalus plancyi,NA,NA,NA,NA
3341,Carnivora,Nyctereutes,procyonoides,Nyctereutes procyonoides,4214.99,6,1,1.15
3342,Chiroptera,Nycteris,arge,Nycteris arge,10.79,NA,1,NA
3343,Chiroptera,Nycteris,aurita,Nycteris aurita,NA,NA,NA,NA
3344,Chiroptera,Nycteris,gambiensis,Nycteris gambiensis,7.13,NA,1,NA
3345,Chiroptera,Nycteris,grandis,Nycteris grandis,29.8,2,1,NA
3346,Chiroptera,Nycteris,hispida,Nycteris hispida,7.98,NA,1,NA
3347,Chiroptera,Nycteris,intermedia,Nycteris intermedia,NA,NA,1,NA
3348,Chiroptera,Nycteris,javanica,Nycteris javanica,17.78,2,1,NA
3349,Chiroptera,Nycteris,macrotis,Nycteris macrotis,14.49,1,1,NA
3350,Chiroptera,Nycteris,madagascariensis,Nycteris madagascariensis,17.69,1,NA,NA
3351,Chiroptera,Nycteris,major,Nycteris major,NA,NA,1,NA
3352,Chiroptera,Nycteris,nana,Nycteris nana,6.98,NA,1,NA
3353,Chiroptera,Nycteris,parisii,Nycteris parisii,NA,NA,NA,NA
3354,Chiroptera,Nycteris,thebaica,Nycteris thebaica,9.2,1,1,NA
3355,Chiroptera,Nycteris,tragata,Nycteris tragata,14.4,2,1,NA
3356,Chiroptera,Nycteris,vinsoni,Nycteris vinsoni,NA,NA,NA,NA
3357,Chiroptera,Nycteris,woodi,Nycteris woodi,7.6,NA,1,NA
3358,Primates,Nycticebus,bengalensis,Nycticebus bengalensis,1137.36,NA,NA,NA
3359,Primates,Nycticebus,coucang,Nycticebus coucang,924.55,6,1,NA
3360,Primates,Nycticebus,pygmaeus,Nycticebus pygmaeus,342.32,NA,NA,NA
3361,Chiroptera,Nycticeinops,schlieffeni,Nycticeinops schlieffeni,5.05,1,1,NA
3362,Chiroptera,Nycticeius,aenobarbus,Nycticeius aenobarbus,NA,NA,NA,NA
3363,Chiroptera,Nycticeius,cubanus,Nycticeius cubanus,NA,NA,NA,NA
3364,Chiroptera,Nycticeius,humeralis,Nycticeius humeralis,9.12,NA,1,NA
3365,Chiroptera,Nyctiellus,lepidus,Nyctiellus lepidus,NA,1,1,NA
3366,Chiroptera,Nyctimene,aello,Nyctimene aello,85.26,NA,1,NA
3367,Chiroptera,Nyctimene,albiventer,Nyctimene albiventer,29.95,1,1,NA
3368,Chiroptera,Nyctimene,cephalotes,Nyctimene cephalotes,44.92,NA,1,NA
3369,Chiroptera,Nyctimene,certans,Nyctimene certans,43.24,NA,1,NA
3370,Chiroptera,Nyctimene,cyclotis,Nyctimene cyclotis,48.83,NA,1,NA
3371,Chiroptera,Nyctimene,draconilla,Nyctimene draconilla,30.15,3,1,NA
3372,Chiroptera,Nyctimene,keasti,Nyctimene keasti,NA,NA,NA,NA
3373,Chiroptera,Nyctimene,major,Nyctimene major,107.06,NA,1,NA
3374,Chiroptera,Nyctimene,malaitensis,Nyctimene malaitensis,78.39,NA,1,NA
3375,Chiroptera,Nyctimene,masalai,Nyctimene masalai,53.2,NA,1,NA
3376,Chiroptera,Nyctimene,minutus,Nyctimene minutus,NA,NA,1,NA
3377,Chiroptera,Nyctimene,rabori,Nyctimene rabori,68.25,1,1,NA
3378,Chiroptera,Nyctimene,robinsoni,Nyctimene robinsoni,48.83,1,1,NA
3379,Chiroptera,Nyctimene,sanctacrucis,Nyctimene sanctacrucis,NA,NA,1,NA
3380,Chiroptera,Nyctimene,vizcaccia,Nyctimene vizcaccia,41.96,NA,1,NA
3381,Chiroptera,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,18.43,1,1,NA
3382,Chiroptera,Nyctinomops,femorosaccus,Nyctinomops femorosaccus,15.04,1,1,NA
3383,Chiroptera,Nyctinomops,laticaudatus,Nyctinomops laticaudatus,13.12,NA,1,NA
3384,Chiroptera,Nyctinomops,macrotis,Nyctinomops macrotis,16.38,1,1,NA
3385,Rodentia,Nyctomys,sumichrasti,Nyctomys sumichrasti,59.99,6,1,NA
3386,Chiroptera,Nyctophilus,nebulosus,Nyctophilus nebulosus,NA,NA,NA,NA
3387,Chiroptera,Nyctophilus,timoriensis,Nyctophilus timoriensis,11.02,1,1,NA
3388,Chiroptera,Nyctophilus,walkeri,Nyctophilus walkeri,4.44,NA,1,NA
3389,Chiroptera,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,6.83,NA,1,NA
3390,Chiroptera,Nyctophilus,bifax,Nyctophilus bifax,9.89,NA,NA,NA
3391,Chiroptera,Nyctophilus,geoffroyi,Nyctophilus geoffroyi,NA,NA,NA,NA
3392,Chiroptera,Nyctophilus,gouldi,Nyctophilus gouldi,11.32,1,1,NA
3393,Chiroptera,Nyctophilus,heran,Nyctophilus heran,NA,NA,1,NA
3394,Chiroptera,Nyctophilus,howensis,Nyctophilus howensis,NA,NA,NA,NA
3395,Chiroptera,Nyctophilus,microdon,Nyctophilus microdon,NA,NA,1,NA
3396,Chiroptera,Nyctophilus,microtis,Nyctophilus microtis,7.29,NA,1,NA
3397,Lagomorpha,Ochotona,alpina,Ochotona alpina,150,NA,1,NA
3398,Lagomorpha,Ochotona,argentata,Ochotona argentata,NA,NA,NA,NA
3399,Lagomorpha,Ochotona,cansus,Ochotona cansus,68.75,1,2,0.000567109
3400,Lagomorpha,Ochotona,collaris,Ochotona collaris,129,2,1,0.001003006
3401,Lagomorpha,Ochotona,curzoniae,Ochotona curzoniae,159.47,1,2,0.001073894
3402,Lagomorpha,Ochotona,dauurica,Ochotona dauurica,131.01,3,2,NA
3403,Lagomorpha,Ochotona,erythrotis,Ochotona erythrotis,NA,NA,2,NA
3404,Lagomorpha,Ochotona,forresti,Ochotona forresti,NA,NA,NA,NA
3405,Lagomorpha,Ochotona,gaoligongensis,Ochotona gaoligongensis,NA,NA,1,NA
3406,Lagomorpha,Ochotona,gloveri,Ochotona gloveri,NA,NA,1,NA
3407,Lagomorpha,Ochotona,himalayana,Ochotona himalayana,NA,NA,1,NA
3408,Lagomorpha,Ochotona,hoffmanni,Ochotona hoffmanni,NA,NA,NA,NA
3409,Lagomorpha,Ochotona,huangensis,Ochotona huangensis,105.33,NA,NA,NA
3410,Lagomorpha,Ochotona,hyperborea,Ochotona hyperborea,120,NA,1,0.002148301
3411,Lagomorpha,Ochotona,iliensis,Ochotona iliensis,NA,NA,1,NA
3412,Lagomorpha,Ochotona,koslowi,Ochotona koslowi,NA,NA,2,NA
3413,Lagomorpha,Ochotona,ladacensis,Ochotona ladacensis,NA,1,2,NA
3414,Lagomorpha,Ochotona,macrotis,Ochotona macrotis,204.75,NA,1,NA
3415,Lagomorpha,Ochotona,muliensis,Ochotona muliensis,NA,NA,NA,NA
3416,Lagomorpha,Ochotona,nigritia,Ochotona nigritia,NA,NA,NA,NA
3417,Lagomorpha,Ochotona,nubrica,Ochotona nubrica,NA,NA,2,NA
3418,Lagomorpha,Ochotona,pallasi,Ochotona pallasi,NA,NA,2,0.001754244
3419,Lagomorpha,Ochotona,princeps,Ochotona princeps,157.63,2,1,0.001114724
3420,Lagomorpha,Ochotona,pusilla,Ochotona pusilla,142.5,1,2,NA
3421,Lagomorpha,Ochotona,roylei,Ochotona roylei,260,NA,1,NA
3422,Lagomorpha,Ochotona,rufescens,Ochotona rufescens,250,NA,2,NA
3423,Lagomorpha,Ochotona,rutila,Ochotona rutila,NA,2,1,NA
3424,Lagomorpha,Ochotona,thibetana,Ochotona thibetana,NA,NA,2,NA
3425,Lagomorpha,Ochotona,thomasi,Ochotona thomasi,NA,NA,2,NA
3426,Lagomorpha,Ochotona,turuchanensis,Ochotona turuchanensis,NA,NA,NA,NA
3427,Rodentia,Ochrotomys,nuttalli,Ochrotomys nuttalli,22.81,3,2,0.003362546
3428,Rodentia,Octodon,bridgesi,Octodon bridgesi,162.25,3,1,NA
3429,Rodentia,Octodon,degus,Octodon degus,203.27,7,3,NA
3430,Rodentia,Octodon,lunatus,Octodon lunatus,200.55,2,NA,NA
3431,Rodentia,Octodon,pacificus,Octodon pacificus,NA,NA,NA,NA
3432,Rodentia,Octodontomys,gliroides,Octodontomys gliroides,155.77,2,2,NA
3433,Rodentia,Octomys,mimax,Octomys mimax,124.43,2,2,NA
3434,Carnivora,Odobenus,rosmarus,Odobenus rosmarus,1042996.25,6,2,NA
3435,Artiodactyla,Odocoileus,hemionus,Odocoileus hemionus,84560.57,2,1,2.01
3436,Artiodactyla,Odocoileus,virginianus,Odocoileus virginianus,75901.25,4,1,1.99
3437,Rodentia,Oecomys,concolor,Oecomys concolor,46.33,NA,1,NA
3438,Rodentia,Oecomys,flavicans,Oecomys flavicans,73.4,NA,NA,NA
3439,Rodentia,Oecomys,mamorae,Oecomys mamorae,62.5,NA,NA,NA
3440,Rodentia,Oecomys,paricola,Oecomys paricola,73.4,NA,NA,NA
3441,Rodentia,Oecomys,phaeotis,Oecomys phaeotis,73.4,NA,NA,NA
3442,Rodentia,Oecomys,rex,Oecomys rex,73.4,NA,NA,NA
3443,Rodentia,Oecomys,roberti,Oecomys roberti,73.4,NA,NA,NA
3444,Rodentia,Oecomys,rutilus,Oecomys rutilus,73.4,NA,NA,NA
3445,Rodentia,Oecomys,speciosus,Oecomys speciosus,73.4,NA,NA,NA
3446,Rodentia,Oecomys,superans,Oecomys superans,73.4,NA,NA,NA
3447,Rodentia,Oecomys,trinitatis,Oecomys trinitatis,73.4,NA,1,NA
3448,Rodentia,Oecomys,auyantepui,Oecomys auyantepui,NA,NA,NA,NA
3449,Rodentia,Oecomys,bicolor,Oecomys bicolor,40.74,2,1,NA
3450,Rodentia,Oecomys,catherinae,Oecomys catherinae,NA,NA,NA,NA
3451,Rodentia,Oecomys,cleberi,Oecomys cleberi,73.4,NA,NA,NA
3452,Rodentia,Oenomys,hypoxanthus,Oenomys hypoxanthus,89.84,NA,2,NA
3453,Rodentia,Oenomys,ornatus,Oenomys ornatus,85.5,NA,NA,NA
3454,Artiodactyla,Okapia,johnstoni,Okapia johnstoni,230001.14,1,1,4.63
3455,Rodentia,Olallamys,albicauda,Olallamys albicauda,273.5,NA,NA,NA
3456,Rodentia,Olallamys,edax,Olallamys edax,206.4,NA,1,NA
3457,Rodentia,Oligoryzomys,andinus,Oligoryzomys andinus,25.2,NA,NA,NA
3458,Rodentia,Oligoryzomys,arenalis,Oligoryzomys arenalis,25.2,NA,NA,NA
3459,Rodentia,Oligoryzomys,brendae,Oligoryzomys brendae,NA,NA,NA,NA
3460,Rodentia,Oligoryzomys,chacoensis,Oligoryzomys chacoensis,23,3,1,NA
3461,Rodentia,Oligoryzomys,delticola,Oligoryzomys delticola,29.39,2,1,NA
3462,Rodentia,Oligoryzomys,destructor,Oligoryzomys destructor,25.2,NA,NA,NA
3463,Rodentia,Oligoryzomys,eliurus,Oligoryzomys eliurus,34.58,NA,NA,NA
3464,Rodentia,Oligoryzomys,flavescens,Oligoryzomys flavescens,21.3,2,1,NA
3465,Rodentia,Oligoryzomys,fornesi,Oligoryzomys fornesi,NA,NA,NA,NA
3466,Rodentia,Oligoryzomys,fulvescens,Oligoryzomys fulvescens,25,NA,1,NA
3467,Rodentia,Oligoryzomys,griseolus,Oligoryzomys griseolus,25.2,NA,NA,NA
3468,Rodentia,Oligoryzomys,longicaudatus,Oligoryzomys longicaudatus,27.54,4,2,0.000641437
3469,Rodentia,Oligoryzomys,magellanicus,Oligoryzomys magellanicus,25.2,NA,NA,NA
3470,Rodentia,Oligoryzomys,microtis,Oligoryzomys microtis,22.5,3,1,NA
3471,Rodentia,Oligoryzomys,nigripes,Oligoryzomys nigripes,20.33,4,1,NA
3472,Rodentia,Oligoryzomys,stramineus,Oligoryzomys stramineus,NA,NA,NA,NA
3473,Rodentia,Oligoryzomys,vegetus,Oligoryzomys vegetus,NA,NA,NA,NA
3474,Rodentia,Oligoryzomys,victus,Oligoryzomys victus,NA,NA,NA,NA
3475,Carnivora,Ommatophoca,rossii,Ommatophoca rossii,208252.12,1,2,NA
3476,Rodentia,Ondatra,zibethicus,Ondatra zibethicus,991.31,5,3,0.003209364
3477,Diprotodontia,Onychogalea,fraenata,Onychogalea fraenata,4952.05,1,1,0.33
3478,Diprotodontia,Onychogalea,lunata,Onychogalea lunata,3499.99,NA,1,NA
3479,Diprotodontia,Onychogalea,unguifera,Onychogalea unguifera,6494.73,NA,1,NA
3480,Rodentia,Onychomys,arenicola,Onychomys arenicola,30,NA,NA,NA
3481,Rodentia,Onychomys,leucogaster,Onychomys leucogaster,27.92,4,2,0.02
3482,Rodentia,Onychomys,torridus,Onychomys torridus,21.68,1,2,0.01
3483,Cetacea,Orcaella,brevirostris,Orcaella brevirostris,189999.99,1,1,NA
3484,Cetacea,Orcinus,orca,Orcinus orca,5628758.66,2,1,79244.72
3485,Artiodactyla,Oreamnos,americanus,Oreamnos americanus,72105.4,2,1,18.17
3486,Primates,Oreonax,flavicauda,Oreonax flavicauda,8229.12,4,2,NA
3487,Artiodactyla,Oreotragus,oreotragus,Oreotragus oreotragus,13486.55,4,1,NA
3488,Monotremata,Ornithorhynchus,anatinus,Ornithorhynchus anatinus,1484.25,1,3,0.07
3489,Rodentia,Orthogeomys,cavator,Orthogeomys cavator,650,3,2,NA
3490,Rodentia,Orthogeomys,cherriei,Orthogeomys cherriei,NA,3,2,NA
3491,Rodentia,Orthogeomys,cuniculus,Orthogeomys cuniculus,499.99,3,2,NA
3492,Rodentia,Orthogeomys,dariensis,Orthogeomys dariensis,437.99,3,2,NA
3493,Rodentia,Orthogeomys,grandis,Orthogeomys grandis,499.99,3,2,NA
3494,Rodentia,Orthogeomys,heterodus,Orthogeomys heterodus,615,3,2,NA
3495,Rodentia,Orthogeomys,hispidus,Orthogeomys hispidus,499.99,3,2,NA
3496,Rodentia,Orthogeomys,lanius,Orthogeomys lanius,499.99,3,2,NA
3497,Rodentia,Orthogeomys,matagalpae,Orthogeomys matagalpae,NA,3,2,NA
3498,Rodentia,Orthogeomys,thaeleri,Orthogeomys thaeleri,NA,3,2,NA
3499,Rodentia,Orthogeomys,underwoodi,Orthogeomys underwoodi,250,3,2,NA
3500,Tubulidentata,Orycteropus,afer,Orycteropus afer,56175.2,1,2,NA
3501,Lagomorpha,Oryctolagus,cuniculus,Oryctolagus cuniculus,1590.57,2,NA,0.04
3502,Artiodactyla,Oryx,beisa,Oryx beisa,200576.52,NA,NA,NA
3503,Artiodactyla,Oryx,dammah,Oryx dammah,199798.95,5,1,NA
3504,Artiodactyla,Oryx,gazella,Oryx gazella,188404.45,5,1,NA
3505,Artiodactyla,Oryx,leucoryx,Oryx leucoryx,75788.24,5,1,NA
3506,Rodentia,Oryzomys,curasoae,Oryzomys curasoae,NA,NA,NA,NA
3507,Rodentia,Oryzomys,devius,Oryzomys devius,NA,NA,NA,NA
3508,Rodentia,Oryzomys,dimidiatus,Oryzomys dimidiatus,NA,NA,NA,NA
3509,Rodentia,Oryzomys,emmonsae,Oryzomys emmonsae,NA,NA,NA,NA
3510,Rodentia,Oryzomys,galapagoensis,Oryzomys galapagoensis,63.51,NA,NA,NA
3511,Rodentia,Oryzomys,gorgasi,Oryzomys gorgasi,60.5,NA,NA,NA
3512,Rodentia,Oryzomys,hammondi,Oryzomys hammondi,60.5,NA,NA,NA
3513,Rodentia,Oryzomys,keaysi,Oryzomys keaysi,58.29,NA,NA,NA
3514,Rodentia,Oryzomys,lamia,Oryzomys lamia,60.5,NA,NA,NA
3515,Rodentia,Oryzomys,laticeps,Oryzomys laticeps,49.11,NA,NA,NA
3516,Rodentia,Oryzomys,legatus,Oryzomys legatus,61.5,NA,NA,NA
3517,Rodentia,Oryzomys,levipes,Oryzomys levipes,60.5,NA,NA,NA
3518,Rodentia,Oryzomys,macconnelli,Oryzomys macconnelli,66.49,3,1,NA
3519,Rodentia,Oryzomys,maracajuensis,Oryzomys maracajuensis,NA,NA,NA,NA
3520,Rodentia,Oryzomys,marinhus,Oryzomys marinhus,NA,NA,NA,NA
3521,Rodentia,Oryzomys,megacephalus,Oryzomys megacephalus,57,4,1,0.006039781
3522,Rodentia,Oryzomys,melanotis,Oryzomys melanotis,49.99,NA,2,NA
3523,Rodentia,Oryzomys,meridensis,Oryzomys meridensis,NA,NA,NA,NA
3524,Rodentia,Oryzomys,nelsoni,Oryzomys nelsoni,NA,NA,NA,NA
3525,Rodentia,Oryzomys,nitidus,Oryzomys nitidus,55.19,3,1,NA
3526,Rodentia,Oryzomys,palustris,Oryzomys palustris,53.26,5,2,0.002784913
3527,Rodentia,Oryzomys,perenensis,Oryzomys perenensis,NA,NA,NA,NA
3528,Rodentia,Oryzomys,polius,Oryzomys polius,60.5,NA,NA,NA
3529,Rodentia,Oryzomys,rhabdops,Oryzomys rhabdops,NA,NA,NA,NA
3530,Rodentia,Oryzomys,rostratus,Oryzomys rostratus,NA,NA,NA,NA
3531,Rodentia,Oryzomys,russatus,Oryzomys russatus,60.5,3,1,NA
3532,Rodentia,Oryzomys,saturatior,Oryzomys saturatior,NA,NA,NA,NA
3533,Rodentia,Oryzomys,scotti,Oryzomys scotti,NA,NA,NA,NA
3534,Rodentia,Oryzomys,albigularis,Oryzomys albigularis,60.5,NA,1,NA
3535,Rodentia,Oryzomys,alfaroi,Oryzomys alfaroi,33.3,NA,NA,NA
3536,Rodentia,Oryzomys,angouya,Oryzomys angouya,120.17,NA,NA,NA
3537,Rodentia,Oryzomys,auriventer,Oryzomys auriventer,60.5,NA,NA,NA
3538,Rodentia,Oryzomys,balneator,Oryzomys balneator,60.5,NA,NA,NA
3539,Rodentia,Oryzomys,bolivaris,Oryzomys bolivaris,60.5,3,1,NA
3540,Rodentia,Oryzomys,caracolus,Oryzomys caracolus,NA,NA,NA,NA
3541,Rodentia,Oryzomys,chapmani,Oryzomys chapmani,49.99,NA,NA,NA
3542,Rodentia,Oryzomys,couesi,Oryzomys couesi,69.29,NA,NA,NA
3543,Rodentia,Oryzomys,seuanezi,Oryzomys seuanezi,NA,NA,NA,NA
3544,Rodentia,Oryzomys,subflavus,Oryzomys subflavus,49.91,2,1,NA
3545,Rodentia,Oryzomys,talamancae,Oryzomys talamancae,54.99,3,1,NA
3546,Rodentia,Oryzomys,tatei,Oryzomys tatei,NA,NA,NA,NA
3547,Rodentia,Oryzomys,xanthaeolus,Oryzomys xanthaeolus,79.79,NA,NA,NA
3548,Rodentia,Oryzomys,yunganus,Oryzomys yunganus,60.5,NA,NA,NA
3549,Afrosoricida,Oryzorictes,hova,Oryzorictes hova,35.74,NA,2,NA
3550,Afrosoricida,Oryzorictes,tetradactylus,Oryzorictes tetradactylus,35.99,NA,NA,NA
3551,Rodentia,Osgoodomys,banderanus,Osgoodomys banderanus,49.99,NA,2,NA
3552,Carnivora,Otaria,flavescens,Otaria flavescens,193670.53,6,2,NA
3553,Carnivora,Otocyon,megalotis,Otocyon megalotis,4098.12,1,1,1.13
3554,Primates,Otolemur,crassicaudatus,Otolemur crassicaudatus,1206.61,5,NA,0.06
3555,Primates,Otolemur,garnettii,Otolemur garnettii,811.17,3,NA,0.12
3556,Primates,Otolemur,monteiri,Otolemur monteiri,1577.16,NA,NA,NA
3557,Chiroptera,Otomops,formosus,Otomops formosus,NA,1,1,NA
3558,Chiroptera,Otomops,johnstonei,Otomops johnstonei,NA,NA,NA,NA
3559,Chiroptera,Otomops,madagascariensis,Otomops madagascariensis,NA,NA,NA,NA
3560,Chiroptera,Otomops,martiensseni,Otomops martiensseni,34.92,2,1,NA
3561,Chiroptera,Otomops,papuensis,Otomops papuensis,NA,NA,1,NA
3562,Chiroptera,Otomops,secundus,Otomops secundus,NA,NA,1,NA
3563,Chiroptera,Otomops,wroughtoni,Otomops wroughtoni,NA,1,1,NA
3564,Rodentia,Otomys,anchietae,Otomys anchietae,NA,NA,NA,NA
3565,Rodentia,Otomys,angoniensis,Otomys angoniensis,100.64,2,1,NA
3566,Rodentia,Otomys,barbouri,Otomys barbouri,NA,NA,NA,NA
3567,Rodentia,Otomys,burtoni,Otomys burtoni,NA,NA,NA,NA
3568,Rodentia,Otomys,cuanzensis,Otomys cuanzensis,NA,NA,NA,NA
3569,Rodentia,Otomys,dartmouthi,Otomys dartmouthi,NA,NA,NA,NA
3570,Rodentia,Otomys,denti,Otomys denti,120,NA,NA,NA
3571,Rodentia,Otomys,dollmani,Otomys dollmani,NA,NA,NA,NA
3572,Rodentia,Otomys,irroratus,Otomys irroratus,114.45,2,2,0.001303714
3573,Rodentia,Otomys,jacksoni,Otomys jacksoni,NA,NA,NA,NA
3574,Rodentia,Otomys,lacustris,Otomys lacustris,NA,NA,NA,NA
3575,Rodentia,Otomys,laminatus,Otomys laminatus,150,NA,NA,NA
3576,Rodentia,Otomys,maximus,Otomys maximus,192,NA,NA,NA
3577,Rodentia,Otomys,occidentalis,Otomys occidentalis,NA,NA,NA,NA
3578,Rodentia,Otomys,orestes,Otomys orestes,NA,NA,NA,NA
3579,Rodentia,Otomys,saundersiae,Otomys saundersiae,NA,NA,NA,NA
3580,Rodentia,Otomys,tropicalis,Otomys tropicalis,NA,NA,NA,NA
3581,Rodentia,Otomys,typus,Otomys typus,NA,NA,NA,NA
3582,Rodentia,Otomys,uzungwensis,Otomys uzungwensis,NA,NA,NA,NA
3583,Chiroptera,Otonycteris,hemprichii,Otonycteris hemprichii,21.98,2,1,NA
3584,Rodentia,Otonyctomys,hatti,Otonyctomys hatti,36.2,NA,NA,NA
3585,Chiroptera,Otopteropus,cartilagonodus,Otopteropus cartilagonodus,16.92,NA,1,NA
3586,Rodentia,Ototylomys,phyllotis,Ototylomys phyllotis,86.94,3,3,NA
3587,Artiodactyla,Ourebia,ourebi,Ourebia ourebi,17186.09,3,1,NA
3588,Artiodactyla,Ovibos,moschatus,Ovibos moschatus,312500,2,1,NA
3589,Artiodactyla,Ovis,ammon,Ovis ammon,113998.72,2,1,4.59
3590,Artiodactyla,Ovis,aries,Ovis aries,39097.89,2,NA,NA
3591,Artiodactyla,Ovis,canadensis,Ovis canadensis,74644.87,2,1,18.94
3592,Artiodactyla,Ovis,dalli,Ovis dalli,70194.13,2,1,10.15
3593,Artiodactyla,Ovis,nivicola,Ovis nivicola,90000,NA,NA,NA
3594,Rodentia,Oxymycterus,akodontius,Oxymycterus akodontius,67.99,NA,1,NA
3595,Rodentia,Oxymycterus,amazonicus,Oxymycterus amazonicus,NA,NA,NA,NA
3596,Rodentia,Oxymycterus,angularis,Oxymycterus angularis,67.99,1,NA,NA
3597,Rodentia,Oxymycterus,caparoae,Oxymycterus caparoae,NA,NA,NA,NA
3598,Rodentia,Oxymycterus,dasytrichus,Oxymycterus dasytrichus,NA,NA,NA,NA
3599,Rodentia,Oxymycterus,delator,Oxymycterus delator,81.49,NA,NA,NA
3600,Rodentia,Oxymycterus,hiska,Oxymycterus hiska,67.99,1,NA,NA
3601,Rodentia,Oxymycterus,hispidus,Oxymycterus hispidus,36.75,1,NA,NA
3602,Rodentia,Oxymycterus,hucucha,Oxymycterus hucucha,67.99,1,NA,NA
3603,Rodentia,Oxymycterus,inca,Oxymycterus inca,34.99,1,NA,NA
3604,Rodentia,Oxymycterus,josei,Oxymycterus josei,NA,NA,NA,NA
3605,Rodentia,Oxymycterus,nasutus,Oxymycterus nasutus,67.99,1,NA,NA
3606,Rodentia,Oxymycterus,paramensis,Oxymycterus paramensis,41.99,1,2,NA
3607,Rodentia,Oxymycterus,quaestor,Oxymycterus quaestor,NA,NA,NA,NA
3608,Rodentia,Oxymycterus,roberti,Oxymycterus roberti,83.71,1,NA,NA
3609,Rodentia,Oxymycterus,rufus,Oxymycterus rufus,82.01,2,2,NA
3610,Artiodactyla,Ozotoceros,bezoarticus,Ozotoceros bezoarticus,34620.4,3,1,6.16
3611,Rodentia,Pachyuromys,duprasi,Pachyuromys duprasi,47.5,NA,NA,NA
3612,Carnivora,Pagophilus,groenlandicus,Pagophilus groenlandicus,132250,6,2,NA
3613,Carnivora,Paguma,larvata,Paguma larvata,4300,6,1,2.88
3614,Rodentia,Palawanomys,furvus,Palawanomys furvus,NA,NA,NA,NA
3615,Primates,Pan,paniscus,Pan paniscus,35119.95,6,2,27.93
3616,Primates,Pan,troglodytes,Pan troglodytes,45000,6,2,10.85
3617,Carnivora,Panthera,leo,Panthera leo,158623.93,1,1,55.19
3618,Carnivora,Panthera,onca,Panthera onca,83943.09,1,1,52.55
3619,Carnivora,Panthera,pardus,Panthera pardus,52399.99,1,1,18.78
3620,Carnivora,Panthera,tigris,Panthera tigris,161914.66,1,1,64.89
3621,Artiodactyla,Pantholops,hodgsonii,Pantholops hodgsonii,32733.12,NA,NA,NA
3622,Rodentia,Papagomys,armandvillei,Papagomys armandvillei,NA,NA,NA,NA
3623,Rodentia,Papagomys,theodorverhoeveni,Papagomys theodorverhoeveni,NA,NA,NA,NA
3624,Primates,Papio,anubis,Papio anubis,17728.56,NA,NA,4.83
3625,Primates,Papio,cynocephalus,Papio cynocephalus,15822.15,2,NA,14.95
3626,Primates,Papio,hamadryas,Papio hamadryas,14007.08,2,NA,17.37
3627,Primates,Papio,papio,Papio papio,18026.05,NA,NA,NA
3628,Primates,Papio,ursinus,Papio ursinus,17729.44,2,NA,9.12
3629,Rodentia,Pappogeomys,alcorni,Pappogeomys alcorni,150,3,2,NA
3630,Rodentia,Pappogeomys,bulleri,Pappogeomys bulleri,150,3,2,NA
3631,Chiroptera,Paracoelops,megalotis,Paracoelops megalotis,NA,1,1,NA
3632,Soricomorpha,Paracrocidura,graueri,Paracrocidura graueri,NA,NA,NA,NA
3633,Soricomorpha,Paracrocidura,maxima,Paracrocidura maxima,NA,NA,NA,NA
3634,Soricomorpha,Paracrocidura,schoutedeni,Paracrocidura schoutedeni,12.18,NA,NA,NA
3635,Carnivora,Paracynictis,selousi,Paracynictis selousi,1669.72,1,1,NA
3636,Rodentia,Paradipus,ctenodactylus,Paradipus ctenodactylus,NA,6,1,NA
3637,Carnivora,Paradoxurus,hermaphroditus,Paradoxurus hermaphroditus,3200,6,1,4.15
3638,Carnivora,Paradoxurus,jerdoni,Paradoxurus jerdoni,3530.33,6,1,NA
